State	Sex	AgeGroup	TotalDeath	COVIDProp	InfluenzaProp	PneumoniaProp
Nevada	Female	30-49 years	598	0.0451505016722408	0	0.068561872909699
Nevada	Female	50-64 years	1522	0.0676741130091984	0	0.122207621550591
Nevada	Female	65-74 years	2117	0.0812470477090222	0	0.126594237128011
Nevada	Female	75-84 years	2587	0.0718979512949362	0	0.111325860069579
Nevada	Female	85 years and over	2808	0.0530626780626781	0	0.0740740740740741
New Hampshire	Male	0-17 years	41	0	0	0
New Hampshire	Male	18-29 years	100	0	0	0
New Hampshire	Male	30-49 years	385	0	0	0
New Hampshire	Male	50-64 years	876	0.0228310502283105	0	0.0479452054794521
New Hampshire	Male	65-74 years	1174	0.0315161839863714	0	0.0596252129471891
New Hampshire	Male	75-84 years	1299	0.0569668976135489	0	0.0808314087759815
New Hampshire	Male	85 years and over	1422	0.0639943741209564	0	0.0646976090014065
New Hampshire	Female	0-17 years	22	0	0	0
New Hampshire	Female	18-29 years	48	0	0	0
New Hampshire	Female	30-49 years	176	0	0	0
New Hampshire	Female	50-64 years	543	0	0	0.0331491712707182
New Hampshire	Female	65-74 years	779	0.0385109114249037	0	0.0731707317073171
New Hampshire	Female	75-84 years	1217	0.0493015612161052	0	0.0640920295809367
New Hampshire	Female	85 years and over	2146	0.0675675675675676	0	0.0563839701770736
New Jersey	Male	0-17 years	211	0	0	0
New Jersey	Male	18-29 years	699	0.0572246065808298	0	0.0300429184549356
New Jersey	Male	30-49 years	2899	0.168333908244222	0	0.102794066919627
New Jersey	Male	50-64 years	7208	0.22877358490566	0.00166481687014428	0.155382907880133
New Jersey	Male	65-74 years	7785	0.230828516377649	0.00154142581888247	0.171483622350674
New Jersey	Male	75-84 years	9078	0.220643313505177	0.00209297202026878	0.169530733641771
New Jersey	Male	85 years and over	9595	0.192183428869203	0.00187597707139135	0.155706096925482
New Jersey	Female	0-17 years	169	0	0	0
New Jersey	Female	18-29 years	262	0.0687022900763359	0	0.0534351145038168
New Jersey	Female	30-49 years	1333	0.116279069767442	0	0.0885221305326332
New Jersey	Female	50-64 years	4061	0.178281211524255	0	0.128786013297217
New Jersey	Female	65-74 years	5486	0.190849434925264	0	0.138352169157856
New Jersey	Female	75-84 years	8803	0.20379416108145	0.00136317164602976	0.149267295240259
New Jersey	Female	85 years and over	16426	0.188664312675027	0.00140021916473883	0.12498478022647
New Mexico	Male	0-17 years	82	0	0	0
New Mexico	Male	18-29 years	306	0	0	0.0359477124183007
New Mexico	Male	30-49 years	989	0.0606673407482305	0	0.0657229524772497
New Mexico	Male	50-64 years	1636	0.0678484107579462	0	0.0831295843520782
New Mexico	Male	65-74 years	1723	0.0696459663377829	0	0.0841555426581544
New Mexico	Male	75-84 years	1894	0.0517423442449842	0	0.0818373812038015
New Mexico	Male	85 years and over	1684	0.0659144893111639	0	0.082541567695962
New Mexico	Female	0-17 years	50	0	0	0
New Mexico	Female	18-29 years	110	0	0	0
New Mexico	Female	30-49 years	516	0.0523255813953488	0	0.0581395348837209
New Mexico	Female	50-64 years	982	0.0753564154786151	0	0.0957230142566191
New Mexico	Female	65-74 years	1304	0.0613496932515337	0	0.0950920245398773
New Mexico	Female	75-84 years	1749	0.0714694110920526	0	0.0857632933104631
New Mexico	Female	85 years and over	2427	0.057684384013185	0	0.0552121961269056
New York	Male	0-17 years	352	0	0	0
New York	Male	18-29 years	907	0.0341786108048512	0	0.0341786108048512
New York	Male	30-49 years	3120	0.0996794871794872	0	0.0717948717948718
New York	Male	50-64 years	8213	0.143796420309266	0.00255692195300134	0.122001704614635
New York	Male	65-74 years	9644	0.158855246785566	0.00279966818747408	0.144442140190792
New York	Male	75-84 years	11212	0.149928647877274	0.00240813414199072	0.150820549411345
New York	Male	85 years and over	12441	0.12804436942368	0.00233100233100233	0.152399324813118
New York	Female	0-17 years	241	0	0	0
New York	Female	18-29 years	356	0.0280898876404494	0	0.0421348314606742
New York	Female	30-49 years	1609	0.0733374766935985	0	0.0665009322560597
New York	Female	50-64 years	4969	0.109680016099819	0.00301871603944456	0.114107466291004
New York	Female	65-74 years	7088	0.123730248306998	0.00225733634311512	0.121049661399549
New York	Female	75-84 years	10557	0.132802879605949	0.00179975371791229	0.129203372170124
New York	Female	85 years and over	20531	0.132190346305587	0.00224051434416249	0.119964931079831
North Carolina	Male	0-17 years	438	0	0	0
North Carolina	Male	18-29 years	1003	0	0	0.0119641076769691
North Carolina	Male	30-49 years	2896	0.0341850828729282	0	0.0362569060773481
North Carolina	Male	50-64 years	6340	0.0436908517350158	0.0056782334384858	0.0640378548895899
North Carolina	Male	65-74 years	7268	0.0500825536598789	0.00316455696202532	0.0817281232801321
North Carolina	Male	75-84 years	7700	0.0538961038961039	0.00246753246753247	0.0892207792207792
North Carolina	Male	85 years and over	6050	0.0550413223140496	0.00297520661157025	0.0912396694214876
North Carolina	Female	0-17 years	310	0	0	0
North Carolina	Female	18-29 years	408	0	0	0.0269607843137255
North Carolina	Female	30-49 years	1593	0.0263653483992467	0	0.0495919648462021
North Carolina	Female	50-64 years	4174	0.0378533780546239	0.00670819357930043	0.0673215141351222
North Carolina	Female	65-74 years	5483	0.0517964617909903	0.0056538391391574	0.0809775670253511
North Carolina	Female	75-84 years	7577	0.0471162729312393	0.0026395671109938	0.071928203774581
North Carolina	Female	85 years and over	10563	0.0502698097131497	0.00265076209410205	0.0690144845214428
North Dakota	Male	0-17 years	41	0	0	0
North Dakota	Male	18-29 years	92	0	0	0
North Dakota	Male	30-49 years	288	0.0451388888888889	0	0.0729166666666667
North Dakota	Male	50-64 years	518	0.0810810810810811	0	0.113899613899614
North Dakota	Male	65-74 years	648	0.0802469135802469	0	0.12037037037037
North Dakota	Male	75-84 years	755	0.0940397350993377	0	0.121854304635762
North Dakota	Male	85 years and over	852	0.133802816901408	0	0.124413145539906
North Dakota	Female	0-17 years	31	0	0	0
North Dakota	Female	18-29 years	30	0	0	0
North Dakota	Female	30-49 years	124	0	0	0.0887096774193548
North Dakota	Female	50-64 years	306	0.0392156862745098	0	0.0816993464052288
North Dakota	Female	65-74 years	392	0.076530612244898	0	0.137755102040816
North Dakota	Female	75-84 years	658	0.109422492401216	0	0.121580547112462
North Dakota	Female	85 years and over	1250	0.1032	0	0.0848
Ohio	Male	0-17 years	618	0	0	0
Ohio	Male	18-29 years	1406	0	0	0.0106685633001422
Ohio	Male	30-49 years	4342	0.0170428374021188	0.00276370336250576	0.0331644403500691
Ohio	Male	50-64 years	9961	0.0394538700933641	0.00341331191647425	0.0604356992269852
Ohio	Male	65-74 years	11378	0.0601160133591141	0.00298822288627175	0.0790121286693619
Ohio	Male	75-84 years	11997	0.0697674418604651	0.00200050012503126	0.0852713178294574
Ohio	Male	85 years and over	11252	0.0705652328474938	0.00115535015997156	0.0819409882687522
Ohio	Female	0-17 years	422	0	0	0
Ohio	Female	18-29 years	584	0	0	0.0256849315068493
Ohio	Female	30-49 years	2342	0.015798462852263	0.00725875320239112	0.0371477369769428
Ohio	Female	50-64 years	6420	0.0330218068535826	0.00358255451713396	0.0654205607476635
Ohio	Female	65-74 years	8310	0.0484957882069795	0.00300842358604091	0.0661853188929001
Ohio	Female	75-84 years	11858	0.0662000337325013	0.0026986001011975	0.0727778714791702
Ohio	Female	85 years and over	18346	0.0654638613321705	0.00196228060612668	0.0599585740760929
Oklahoma	Male	0-17 years	225	0	0	0
Oklahoma	Male	18-29 years	404	0	0	0.0297029702970297
Oklahoma	Male	30-49 years	1405	0.0227758007117438	0	0.0619217081850534
Oklahoma	Male	50-64 years	3407	0.0428529498092163	0.00557675374229527	0.0769004989727033
Oklahoma	Male	65-74 years	3877	0.0600980139282951	0.00309517668300232	0.105236007222079
Oklahoma	Male	75-84 years	4065	0.0644526445264453	0.0029520295202952	0.11389913899139
Oklahoma	Male	85 years and over	3166	0.0732785849652558	0	0.11623499684144
Oklahoma	Female	0-17 years	149	0	0	0
Oklahoma	Female	18-29 years	159	0	0	0
Oklahoma	Female	30-49 years	778	0.0398457583547558	0	0.051413881748072
Oklahoma	Female	50-64 years	2234	0.0416293643688451	0.00671441360787824	0.0989256938227395
Oklahoma	Female	65-74 years	3008	0.0601728723404255	0.00531914893617021	0.107380319148936
Oklahoma	Female	75-84 years	3790	0.0517150395778364	0.00343007915567282	0.0965699208443272
Oklahoma	Female	85 years and over	4837	0.0498242712425057	0.00248087657639032	0.0713252015712218
Oregon	Male	0-17 years	158	0	0	0
Oregon	Male	18-29 years	357	0	0	0
Oregon	Male	30-49 years	1090	0.0119266055045872	0	0.0275229357798165
Oregon	Male	50-64 years	2739	0.0248265790434465	0	0.0412559328221979
Oregon	Male	65-74 years	3493	0.0223303750357859	0.00314915545376467	0.0523904952762668
Oregon	Male	75-84 years	3887	0.0275276562901981	0	0.0555698482119887
Oregon	Male	85 years and over	3670	0.0267029972752044	0	0.0517711171662125
Oregon	Female	0-17 years	104	0	0	0
Oregon	Female	18-29 years	131	0	0	0
Oregon	Female	30-49 years	579	0	0	0.0328151986183074
Oregon	Female	50-64 years	1676	0.0149164677804296	0	0.0525059665871122
Oregon	Female	65-74 years	2546	0.0184603299293009	0	0.0498821681068342
Oregon	Female	75-84 years	3401	0.0226403998823875	0	0.0458688620993825
Oregon	Female	85 years and over	5356	0.0255787901418969	0	0.0420089619118745
Pennsylvania	Male	0-17 years	562	0	0	0
Pennsylvania	Male	18-29 years	1387	0.0129776496034607	0	0.0187454938716655
Pennsylvania	Male	30-49 years	4187	0.0322426558395032	0	0.0343921662288034
Pennsylvania	Male	50-64 years	10156	0.0630169358014967	0.00285545490350532	0.0623276880661678
Pennsylvania	Male	65-74 years	12085	0.0811750103434009	0.00190318576748035	0.0812577575506827
Pennsylvania	Male	75-84 years	13886	0.0953478323491286	0.00244850928993231	0.0967161169523261
Pennsylvania	Male	85 years and over	14409	0.0997987369005483	0.00166562565063502	0.0873759455895621
Pennsylvania	Female	0-17 years	382	0	0	0
Pennsylvania	Female	18-29 years	482	0	0	0.0269709543568465
Pennsylvania	Female	30-49 years	2183	0.0293174530462666	0	0.038021071919377
Pennsylvania	Female	50-64 years	6439	0.0534244447895636	0.00450380493865507	0.0652275198012114
Pennsylvania	Female	65-74 years	8997	0.0753584528176059	0.00144492608647327	0.077136823385573
Pennsylvania	Female	75-84 years	13243	0.083968889224496	0.00339802159631503	0.0724911273880541
Pennsylvania	Female	85 years and over	24583	0.102387828987512	0.00174917626001708	0.0695195867062604
Puerto Rico	Male	0-17 years	78	0	0	0
Puerto Rico	Male	18-29 years	295	0	0	0
Puerto Rico	Male	30-49 years	884	0.0441176470588235	0	0.0927601809954751
Puerto Rico	Male	50-64 years	1956	0.0439672801635992	0.00613496932515337	0.110940695296524
Puerto Rico	Male	65-74 years	2563	0.0507218103784627	0	0.139680062426844
Puerto Rico	Male	75-84 years	3223	0.0390940117902575	0	0.147998758920261
Puerto Rico	Male	85 years and over	2746	0.0262199563000728	0	0.138747268754552
Puerto Rico	Female	0-17 years	71	0	0	0
Puerto Rico	Female	18-29 years	75	0	0	0
Puerto Rico	Female	30-49 years	362	0.0303867403314917	0	0.113259668508287
Puerto Rico	Female	50-64 years	1104	0.0579710144927536	0	0.129528985507246
Puerto Rico	Female	65-74 years	1663	0.0414912808177992	0	0.1250751653638
Puerto Rico	Female	75-84 years	2738	0.0310445580715851	0.00474799123447772	0.142439737034332
Puerto Rico	Female	85 years and over	4115	0.0204131227217497	0.00510328068043742	0.123936816524909
Rhode Island	Male	0-17 years	36	0	0	0
Rhode Island	Male	18-29 years	83	0	0	0
Rhode Island	Male	30-49 years	288	0.0590277777777778	0	0
Rhode Island	Male	50-64 years	783	0.0830140485312899	0	0.0689655172413793
Rhode Island	Male	65-74 years	867	0.139561707035755	0	0.101499423298731
Rhode Island	Male	75-84 years	1022	0.149706457925636	0	0.120352250489237
Rhode Island	Male	85 years and over	1238	0.140549273021002	0	0.10016155088853
Rhode Island	Female	0-17 years	28	0	0	0
Rhode Island	Female	18-29 years	26	0	0	0
Rhode Island	Female	30-49 years	128	0	0	0
Rhode Island	Female	50-64 years	475	0.0589473684210526	0	0.0926315789473684
Rhode Island	Female	65-74 years	616	0.146103896103896	0	0.125
Rhode Island	Female	75-84 years	1013	0.145113524185587	0	0.102665350444225
Rhode Island	Female	85 years and over	2129	0.165335838421794	0	0.085955847815876
South Carolina	Male	0-17 years	276	0	0	0
South Carolina	Male	18-29 years	735	0.0136054421768707	0	0.019047619047619
South Carolina	Male	30-49 years	2056	0.0466926070038911	0	0.0403696498054475
South Carolina	Male	50-64 years	4808	0.0605241264559068	0.0031198003327787	0.0763311148086522
South Carolina	Male	65-74 years	5493	0.0844711450937557	0.00218459858001092	0.0877480429637721
South Carolina	Male	75-84 years	5836	0.105894448252228	0.00222755311857437	0.100753941055517
South Carolina	Male	85 years and over	4048	0.0911561264822134	0	0.0985671936758893
South Carolina	Female	0-17 years	185	0	0	0
South Carolina	Female	18-29 years	302	0	0	0.043046357615894
South Carolina	Female	30-49 years	1164	0.0326460481099656	0	0.04553264604811
South Carolina	Female	50-64 years	3105	0.079549114331723	0	0.092109500805153
South Carolina	Female	65-74 years	4089	0.0995353387136219	0	0.0966006358522866
South Carolina	Female	75-84 years	5182	0.0943651099961405	0.00231570822076418	0.0903126206098032
South Carolina	Female	85 years and over	6890	0.0882438316400581	0.00159651669085631	0.0777939042089986
South Dakota	Male	0-17 years	46	0	0	0
South Dakota	Male	18-29 years	86	0	0	0
South Dakota	Male	30-49 years	284	0.0563380281690141	0	0.0598591549295775
South Dakota	Male	50-64 years	614	0.0716612377850163	0	0.102605863192182
South Dakota	Male	65-74 years	740	0.0635135135135135	0	0.0972972972972973
South Dakota	Male	75-84 years	844	0.0793838862559242	0	0.116113744075829
South Dakota	Male	85 years and over	917	0.0981461286804798	0	0.102508178844057
South Dakota	Female	0-17 years	38	0	0	0
South Dakota	Female	18-29 years	29	0	0	0
South Dakota	Female	30-49 years	142	0	0	0
South Dakota	Female	50-64 years	381	0.057742782152231	0	0.110236220472441
South Dakota	Female	65-74 years	487	0.0636550308008214	0	0.0924024640657084
South Dakota	Female	75-84 years	692	0.0765895953757225	0	0.0867052023121387
South Dakota	Female	85 years and over	1322	0.083963691376702	0	0.065052950075643
Tennessee	Male	0-17 years	442	0	0	0
Tennessee	Male	18-29 years	1054	0	0	0.0199240986717268
Tennessee	Male	30-49 years	3375	0.0305185185185185	0	0.0397037037037037
Tennessee	Male	50-64 years	7291	0.0486901659580304	0.00260595254423262	0.0838019476066383
Tennessee	Male	65-74 years	7761	0.0637804406648628	0.0033500837520938	0.100631361937895
Tennessee	Male	75-84 years	8021	0.0744296222416158	0.00162074554294976	0.113950878942775
Tennessee	Male	85 years and over	5563	0.0643537659536221	0	0.108214991910839
Tennessee	Female	0-17 years	279	0	0	0
Tennessee	Female	18-29 years	430	0	0	0.0232558139534884
Tennessee	Female	30-49 years	1914	0.0313479623824451	0.00574712643678161	0.0543364681295716
Tennessee	Female	50-64 years	4834	0.0479933802234175	0.0028961522548614	0.0901944559371121
Tennessee	Female	65-74 years	5893	0.058544035296114	0.00220600712709995	0.0994400135754285
Tennessee	Female	75-84 years	7388	0.0565782349756362	0.00257173795343801	0.0944775311315647
Tennessee	Female	85 years and over	9361	0.0446533490011751	0.00128191432539259	0.0671936758893281
Texas	Male	0-17 years	1555	0.0090032154340836	0	0.0160771704180064
Texas	Male	18-29 years	3041	0.0282801709963828	0	0.0332127589608681
Texas	Male	30-49 years	9058	0.102892470744094	0.00176639434753809	0.077831750938397
Texas	Male	50-64 years	20889	0.127722724879123	0.00234573220355211	0.115371726746134
Texas	Male	65-74 years	22204	0.127949918933526	0.00157629255989912	0.132273464240677
Texas	Male	75-84 years	22777	0.119682135487553	0.00197567721824648	0.129648329455152
Texas	Male	85 years and over	18097	0.0962590484610709	0.00149195999336907	0.113609990606178
Texas	Female	0-17 years	1051	0.0104662226450999	0	0.0161750713606089
Texas	Female	18-29 years	1075	0.0418604651162791	0	0.0390697674418605
Texas	Female	30-49 years	4759	0.0953981928976676	0.00504307627652868	0.0951880647194789
Texas	Female	50-64 years	12786	0.113874550289379	0.00383231659627718	0.123416236508681
Texas	Female	65-74 years	16033	0.113952473024387	0.00274433979916422	0.123620033680534
Texas	Female	75-84 years	20703	0.0955417089310728	0.00188378495870164	0.107858764430276
Texas	Female	85 years and over	27856	0.0795878805284319	0.00114876507754164	0.0847214244686962
Utah	Male	0-17 years	188	0	0	0
Utah	Male	18-29 years	277	0	0	0
Utah	Male	30-49 years	844	0.0343601895734597	0	0.033175355450237
Utah	Male	50-64 years	1430	0.0573426573426573	0.00769230769230769	0.0727272727272727
Utah	Male	65-74 years	1746	0.0572737686139748	0	0.0813287514318442
Utah	Male	75-84 years	2052	0.0584795321637427	0	0.0779727095516569
Utah	Male	85 years and over	2042	0.0416258570029383	0	0.0631733594515181
Utah	Female	0-17 years	138	0	0	0
Utah	Female	18-29 years	128	0	0	0
Utah	Female	30-49 years	503	0.0278330019880716	0	0.0417495029821074
Utah	Female	50-64 years	957	0.0397074190177638	0	0.071055381400209
Utah	Female	65-74 years	1244	0.045016077170418	0	0.0691318327974277
Utah	Female	75-84 years	1967	0.0335536349771225	0	0.0599898322318251
Utah	Female	85 years and over	2767	0.0299963859775931	0	0.0440910733646549
Vermont	Male	0-17 years	15	0	0	0
Vermont	Male	18-29 years	40	0	0	0
Vermont	Male	30-49 years	177	0	0	0
Vermont	Male	50-64 years	448	0	0	0.0290178571428571
Vermont	Male	65-74 years	503	0	0	0.0417495029821074
Vermont	Male	75-84 years	617	0.0259319286871961	0	0.06645056726094
Vermont	Male	85 years and over	641	0	0	0.0686427457098284
Vermont	Female	0-17 years	0	NA	NA	NA
Vermont	Female	18-29 years	22	0	0	0
Vermont	Female	30-49 years	89	0	0	0
Vermont	Female	50-64 years	243	0	0	0
Vermont	Female	65-74 years	352	0	0	0.03125
Vermont	Female	75-84 years	524	0	0	0.0438931297709924
Vermont	Female	85 years and over	979	0.0122574055158325	0	0.0500510725229826
Virginia	Male	0-17 years	361	0	0	0
Virginia	Male	18-29 years	818	0	0	0.0134474327628362
Virginia	Male	30-49 years	2461	0.0357578220235677	0	0.0325071109305161
Virginia	Male	50-64 years	5949	0.0559757942511346	0.00218524121701126	0.0606824676416204
Virginia	Male	65-74 years	6585	0.0666666666666667	0.00288534548215642	0.0690964312832194
Virginia	Male	75-84 years	7462	0.0725006700616457	0.0013401232913428	0.0789332618600911
Virginia	Male	85 years and over	6523	0.0749655066687107	0.00199294803004752	0.0712862179978537
Virginia	Female	0-17 years	281	0	0	0
Virginia	Female	18-29 years	284	0	0	0
Virginia	Female	30-49 years	1383	0.0339840925524223	0	0.0368763557483731
Virginia	Female	50-64 years	3863	0.0468547760807662	0.00336526016049702	0.0675640693761325
Virginia	Female	65-74 years	4964	0.0654713940370669	0	0.0711120064464142
Virginia	Female	75-84 years	7220	0.0673130193905817	0.0018005540166205	0.0614958448753463
Virginia	Female	85 years and over	10627	0.0732097487531759	0.00141149901195069	0.0553307612684671
Washington	Male	0-17 years	271	0	0	0
Washington	Male	18-29 years	671	0	0	0.0268256333830104
Washington	Male	30-49 years	1870	0.0272727272727273	0	0.0417112299465241
Washington	Male	50-64 years	4453	0.0399730518751404	0.00336851560745565	0.0682685829777678
Washington	Male	65-74 years	5428	0.0471628592483419	0.00386882829771555	0.0889830508474576
Washington	Male	75-84 years	5901	0.0550754109472971	0.0016946280291476	0.0828673106253177
Washington	Male	85 years and over	5697	0.0647709320695103	0.00193084079340004	0.0854835878532561
Washington	Female	0-17 years	194	0	0	0
Washington	Female	18-29 years	212	0	0	0.0471698113207547
Washington	Female	30-49 years	1005	0.0218905472636816	0	0.0437810945273632
Washington	Female	50-64 years	2897	0.031411805315844	0	0.0780117362789092
Washington	Female	65-74 years	3973	0.0463126101182985	0.00251698968034231	0.0760130883463378
Washington	Female	75-84 years	5203	0.0484335960023064	0.00345954257159331	0.0730347876225255
Washington	Female	85 years and over	8547	0.0504270504270504	0	0.0664560664560665
West Virginia	Male	0-17 years	85	0	0	0
West Virginia	Male	18-29 years	191	0	0	0
West Virginia	Male	30-49 years	814	0	0	0.0343980343980344
West Virginia	Male	50-64 years	1791	0.00949190396426577	0	0.0541596873255165
West Virginia	Male	65-74 years	2089	0.0272857826711345	0	0.0794638583054093
West Virginia	Male	75-84 years	2165	0.0314087759815243	0	0.0900692840646651
West Virginia	Male	85 years and over	1504	0.0332446808510638	0	0.0871010638297872
West Virginia	Female	0-17 years	48	0	0	0
West Virginia	Female	18-29 years	74	0	0	0
West Virginia	Female	30-49 years	417	0	0	0.0647482014388489
West Virginia	Female	50-64 years	1122	0.017825311942959	0	0.0819964349376114
West Virginia	Female	65-74 years	1472	0.0373641304347826	0	0.0842391304347826
West Virginia	Female	75-84 years	1941	0.0293663060278207	0	0.0726429675425039
West Virginia	Female	85 years and over	2457	0.0309320309320309	0	0.0671550671550672
Wisconsin	Male	0-17 years	255	0	0	0
Wisconsin	Male	18-29 years	514	0	0	0
Wisconsin	Male	30-49 years	1596	0.0288220551378446	0	0.0269423558897243
Wisconsin	Male	50-64 years	4118	0.0400679941719281	0.00388538125303545	0.0456532297231666
Wisconsin	Male	65-74 years	5048	0.0558637083993661	0.00396196513470681	0.0564580031695721
Wisconsin	Male	75-84 years	5631	0.0662404546261765	0.00319659030367608	0.0687266915290357
Wisconsin	Male	85 years and over	6032	0.0628315649867374	0.0024867374005305	0.0714522546419098
Wisconsin	Female	0-17 years	183	0	0	0
Wisconsin	Female	18-29 years	211	0	0	0
Wisconsin	Female	30-49 years	837	0.029868578255675	0	0.037037037037037
Wisconsin	Female	50-64 years	2552	0.0407523510971787	0.00509404388714734	0.0579937304075235
Wisconsin	Female	65-74 years	3479	0.0503018108651912	0	0.0589249784420811
Wisconsin	Female	75-84 years	5061	0.0539419087136929	0.00375419877494566	0.0565105710333926
Wisconsin	Female	85 years and over	9384	0.0476342710997442	0.00234441602728048	0.0476342710997442
Wyoming	Male	0-17 years	28	0	0	0
Wyoming	Male	18-29 years	71	0	0	0
Wyoming	Male	30-49 years	224	0	0	0
Wyoming	Male	50-64 years	390	0	0	0.0307692307692308
Wyoming	Male	65-74 years	510	0.0196078431372549	0	0.0549019607843137
Wyoming	Male	75-84 years	497	0.0402414486921529	0	0.0845070422535211
Wyoming	Male	85 years and over	448	0.03125	0	0.0758928571428571
Wyoming	Female	0-17 years	15	0	0	0
Wyoming	Female	18-29 years	24	0	0	0
Wyoming	Female	30-49 years	96	0	0	0
Wyoming	Female	50-64 years	241	0	0	0.0622406639004149
Wyoming	Female	65-74 years	290	0	0	0.0551724137931034
Wyoming	Female	75-84 years	455	0.0263736263736264	0	0.0945054945054945
Wyoming	Female	85 years and over	632	0.0221518987341772	0	0.0522151898734177
